EMPRESA;ID_INTERNO;ID_CLIENTE;NIT_CEDULA;NOMBRE_FACTURACION;CODIGO_SIC;TIPO_CLIENTE;GRUPO_CLIENTE;DIRECCION_CORRESPONDENCIA;CIUDAD_CORRESPONDENCIA;DIRECCION_FRONTERA;MUNICIPIO;DEPARTAMENTO;NOMBRE_SUCURSAL;ESTRATO;CLIENTES_INTERNO;FACTURABLE;ID_INTERNO_PADRE;NOMBRE_PADRE;MERCADO;ESTADO;FECHA_ESTADO;ESTADO_OPERATIVO;FECHA_INSCRIPCION;ASESOR;NIVEL_TENSION;OPERADOR_RED;NUMERO_CIRCUITO;GRUPO_CIRCUITO;TIPO_RED;NIVEL_CONEXION;DUEÑO_RED;CODIGO_CIIU;ACTIVIDAD_ECONOMICA;CODIGO_NIU;DEMANDA_MINIMA;DEMANDA_PROMEDIO;SUB_MERCADO;CONTRIBUCION;MAXIMA_TRANSFERENCIA;SERIE_MEDIDOR;SIGLA_MEDIDOR;MARCA_MEDIDOR;TIPO_COMUNICACION;CONDICION_COMUNICACION;TIPO_CONMUTACION;CANAL_COMUNICACION;TELEFONO_IP;SERIE_TRAFO;MULTIPLO;APLICA_MULTIPLO;DIGITOS;DECIMALES;KWH_FACTURA_PROMEDIO;KWH_ULTIMA_FACTURA;PESOS_ULTIMA_FACTURA;CONSECUTIVO OFERTA;CONSUMO PROMEDIO;ORDEN RUTA;ORDEN REPARTO;ORDEN IMPRESION
EXEC;1160;1160;900989399;WEWORK COLOMBIA S.A.S. ALTOS DEL PRADO PISO 16;Frt49762;FRONTERA;NO APLICA; CR 53    CL 80     198    P 16   ;; CR 53    CL 80     198    P 16   ;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;0;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBESOL;41;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;6810;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS ;12940683;0;0;COMERCIAL;SI;;2924201;;ELSTER;0;;;;;;80;S;5;3;0;1028.264;1279130;41;3423;;;
EXEC;1163;1163;900989399;WEWORK COLOMBIA S.A.S. ALTOS DEL PRADO PISO 17;Frt49793;FRONTERA;NO APLICA; CR 53    CL 80     198    P 17   ;; CR 53    CL 80     198    P 17   ;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;0;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBESOL;41;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;6810;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS ;12940692;0;0;COMERCIAL;SI;;2924216;;ELSTER;0;;;;;;80;S;5;3;0;785.288;1034510;42;4721;;;
EXEC;1164;1164;900989399;WEWORK COLOMBIA S.A.S. ALTOS DEL PRADO PISO 18;Frt49763;FRONTERA;NO APLICA; CR 53    CL 80     198    P 18   ;; CR 53    CL 80     198    P    ;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;0;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBESOL;41;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;6810;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS ;12940754;0;0;COMERCIAL;SI;;2924241;;ELSTER;0;;;;;;80;S;5;3;0;1525.584;1779810;43;7200;;;
EXEC;1177;1177;900989399;WEWORK COLOMBIA S.A.S. ALTOS DEL PRADO PISO 20;Frt49764;FRONTERA;NO APLICA; CR 53    CL 80     198    P 20   ;; CR     CL 80     198    P 20   ;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;0;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBESOL;41;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;6810;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS ;12940703;0;0;COMERCIAL;SI;;2924221;;ELSTER;0;;;;;;80;S;5;3;0;774.838;1030490;44;3600;;;
EXEC;1179;1179;900989399;WEWORK COLOMBIA S.A.S. ALTOS DEL PRADO PISO 21;Frt49782;FRONTERA;NO APLICA; CR 53    CL 80     198    P 21   ;; CR 53    CL 80     198    P 21   ;BARRANQUILLA;ATLANTICO;ENEL COLOMBIA;0;N;S;;N/A;REGULADO;CLIENTE;26/01/2023;;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBESOL;41;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;6810;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS ;12940674;0;0;COMERCIAL;SI;;2924226;;ELSTER;0;;;;;;200;S;5;3;0;12242.485;12597520;45;68200;;;
EXEC;1180;1180;830033206;BODYTECH AMERICAS;Frt28343;FRONTERA;NO APLICA;Diagonal 75b Nº 2a-120 l.227 Plazoleta Las Américas;;Diagonal 75b Nº 2a-120 l.227 Plazoleta Las Américas;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;5,07E+16;0;0;COMERCIAL;SI;;84070724;;ITRON;0;;;;;;1;S;5;3;0;641.96;492580;63;;;;
EXEC;1181;1181;830033206;BODYTECH ARMENIA;Frt24712;FRONTERA;NO APLICA;Carrera 6 Nº 3-180 L. 244 | C.C. Calima;;Carrera 6 Nº 3-180 L. 244 | C.C. Calima;ARMENIA;QUINDIO;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EDEQ;37;0;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;258192;0;0;COMERCIAL;SI;;84330678;;ITRON;0;;;;;;80;S;5;3;;;;101;;;;
EXEC;1182;1182;830033206;BODYTECH AUTOPISTA 135;Frt23701;FRONTERA;NO APLICA;Calle 134A Nº 23 - 72;;Calle 134A Nº 23 - 72;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2075011;0;0;COMERCIAL;SI;;83780721;;ITRON;0;;;;;;1;S;5;3;0;1007.85;787350;73;4496;;;
EXEC;1183;1183;830033206;BODYTECH AUTOPISTA 170;Frt23705;FRONTERA;NO APLICA;Autopista Norte # 167 - 10;;Autopista Norte # 167 - 10;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;0886017-7;0;0;COMERCIAL;SI;;84080688;;ITRON;0;;;;;;40;S;5;3;0;961.524;751160;48;4438;;;
EXEC;1184;1184;830033206;BODYTECH AVENIDA COLOMBIA;Frt24725;FRONTERA;NO APLICA;Cll 50 Nº 66 - 50;;Cll 50 Nº 66 - 50;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;5,56E+16;0;0;COMERCIAL;SI;;84080675;;ITRON;0;;;;;;80;S;5;3;;;;111;;;;
EXEC;1185;1185;830033206;BODYTECH TORRE CENTRAL;Frt23862;FRONTERA;NO APLICA;Calle 26 Nº 68c-61 L. 116;;Calle 26 Nº 68c-61 L. 116;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2584518-4;0;0;COMERCIAL;SI;;83910968;;ITRON;0;;;;;;80;S;5;3;;;;97;;;;
EXEC;1186;1186;830033206;BODYTECH TULUÁ;Frt28191;FRONTERA;NO APLICA;CL 75 22 10;;CL 75 22 10;CALI;VALLE;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CETSA;38;0;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;3486137;0;0;COMERCIAL;SI;;83779993;;ITRON;0;;;;;;60;S;5;3;;;;83;16566;;;
EXEC;1187;1187;830033206;BODYTECH VEGAS;Frt24053;FRONTERA;NO APLICA;Calle 10 # 32 – 115. Sótano 3 | CC Vizcaya;;Calle 10 # 32 – 115. Sótano 3 | CC Vizcaya;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;4,14E+16;0;0;COMERCIAL;SI;;63139621;;ITRON;0;;;;;;30;S;5;3;0;1562.442;1198870;58;4242;;;
EXEC;1188;1188;830033206;BODYTECH VILLAGRANDE;Frt28353;FRONTERA;NO APLICA;Transversal 27 a sur #42b - 60;;Transversal 27 a sur #42b - 60;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2,25E+16;0;0;COMERCIAL;SI;;84081250;;ITRON;0;;;;;;160;S;5;3;0;6797.52;5215780;65;;;;
EXEC;1189;1189;830033206;BODYTECH VIZCAYA;Frt28336;FRONTERA;NO APLICA;Calle 10 Nº 32-115 L. 9606 sotano 3 ;;Calle 10 Nº 32-115 L. 9606 sotano 3 ;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;5,13E+16;0;0;COMERCIAL;SI;;84170841;;ITRON;0;;;;;;80;S;5;3;;;;66;;;;
EXEC;1190;1190;830033206;BODYTECH BELEN;Frt28425;FRONTERA;NO APLICA;Calle 32 # 75-50 ;;Calle 32 # 75-50 ;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;5,37E+16;0;0;COMERCIAL;SI;;84070725;;ITRON;0;;;;;;1;S;5;3;0;568.56;478210;70;;;;
EXEC;1191;1191;830033206;BODYTECH BOCAGRANDE;Frt29456;FRONTERA;NO APLICA;Avenida El Malecon CC. Plaza Bocagrande piso ;;Avenida El Malecon CC. Plaza Bocagrande piso ;CARTAGENA;BOLIVAR;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;2;CARIBEMAR;34;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;20035766;0;0;COMERCIAL;SI;;84016811;;ITRON;0;;;;;;440;S;5;3;;;;78;32909;;;
EXEC;1192;1192;830033206;BODYTECH BULEVAR ;Frt30036;FRONTERA;NO APLICA;Avenida Carrera 58 #127-59 Local 181 B CC Bulevar;;Avenida Carrera 58 #127-59 Local 181 B CC Bulevar;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;1047597-0;0;0;COMERCIAL;SI;;84081271;;ITRON;0;;;;;;60;S;5;3;0;1744.422;1265600;81;5742;;;
EXEC;1193;1193;830033206;BODYTECH CABRERA;Frt23828;FRONTERA;NO APLICA;Calle 85 Nº 7-13;;Calle 85 Nº 7-13;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;515316;0;0;COMERCIAL;SI;;84080691;;ITRON;0;;;;;;60;S;5;3;0;2662.274;2079810;102;;;;
EXEC;1194;1194;830033206;BODYTECH CACIQUE;Frt33355;FRONTERA;NO APLICA;Transversal 93 Nº 34 99 C.C. Cacique L. 420;;Transversal 93 Nº 34 99 C.C. Cacique L. 420;BUCARAMANGA;SANTANDER;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;ESSA;26;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;1585073;0;0;COMERCIAL;SI;;84016494;;ITRON;0;;;;;;100;S;5;3;0;4913.22;3646450;91;;;;
EXEC;1195;1195;830033206;BODYTECH CAMINO REAL;Frt28436;FRONTERA;NO APLICA;Avenida oriental Carrera. 46 # 52 - 83 L. 401;;Avenida oriental Carrera. 46 # 52 - 83 L. 401;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;5,54E+16;0;0;COMERCIAL;SI;;84068742;;ITRON;0;;;;;;30;S;5;3;;;;69;;;;
EXEC;1196;1196;830033206;BODYTECH CANEY;Frt46714;FRONTERA;NO APLICA;Calle 48 Nº 85 54 2do piso;;Calle 48 Nº 85 54 2do piso;CALI;VALLE;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EMCALI;33;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;13613155;0;0;COMERCIAL;SI;;84170848;;ITRON;0;;;;;;100;S;5;3;0;4838.3;3704680;57;;;;
EXEC;1197;1197;830033206;BODYTECH CARIBE PLAZA;Frt26688;FRONTERA;NO APLICA;Calle. 29d # 22-62 L. 225 ;;Calle. 29d # 22-62 L. 225 ;CARTAGENA;BOLIVAR;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBEMAR;34;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;18664152;0;0;COMERCIAL;SI;;83779922;;ITRON;0;;;;;;160;S;5;3;0;7458.144;6552120;106;;;;
EXEC;1198;1198;830033206;BODYTECH CARRERA 11;Frt33556;FRONTERA;NO APLICA;Calle 96 # 10 - 38;;Calle 96 # 10 - 38;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;6802094;0;0;COMERCIAL;SI;;84330687;;ITRON;0;;;;;;60;S;5;3;0;1877.748;1362370;92;;;;
EXEC;1199;1199;830033206;BODYTECH CEDRITOS;Frt04893;FRONTERA;NO APLICA;Calle 147 # 7 - 52;;Calle 147 # 7 - 52;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;1637853;0;0;COMERCIAL;SI;;84016729;;ITRON;0;;;;;;120;S;5;3;0;1508.304;1178310;53;;;;
EXEC;1200;1200;830033206;BODYTECH CHAPINERO;Frt23717;FRONTERA;NO APLICA;Carrera 7 # 63-25;;Carrera 7 # 63-25;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;440691;0;0;COMERCIAL;SI;;84070777;;ITRON;0;;;;;;1;S;5;3;0;1050.91;820990;50;8761;;;
EXEC;1201;1201;830033206;BODYTECH CHAPINERO;Frt23718;FRONTERA;NO APLICA;Carrera 7 # 63-25;;Carrera 7 # 63-25;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;440690;0;0;COMERCIAL;SI;;84070745;;ITRON;0;;;;;;1;S;5;3;0;951.87;747740;84;;;;
EXEC;1202;1202;830033206;BODYTECH CHAPINERO;Frt23719;FRONTERA;NO APLICA;Carrera 7 # 63-25;;Carrera 7 # 63-25;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;440689;0;0;COMERCIAL;SI;;84070746;;ITRON;0;;;;;;1;S;5;3;0;402.39;320170;87;;;;
EXEC;1203;1203;830033206;BODYTECH CHIA;Frt23829;FRONTERA;NO APLICA;CC. Plaza mayor Avenida pradilla # 5-31 e L. 121;;CC. Plaza mayor Avenida pradilla # 5-31 e L. 121;CHIA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2548994-0;0;0;COMERCIAL;SI;;84170810;;ITRON;0;;;;;;60;S;5;3;;;;76;3667;;;
EXEC;1204;1204;830033206;BODYTECH CHICO;Frt23855;FRONTERA;NO APLICA;Avenida 19 # 102 - 31 piso 3;;Avenida 19 # 102 - 31 piso 3;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2316836-8;0;0;COMERCIAL;SI;;84081254;;ITRON;0;;;;;;120;S;5;3;0;3333.132;2418220;103;;;;
EXEC;1205;1205;830033206;BODYTECH CITY PLAZA;Frt24052;FRONTERA;NO APLICA;CL 36D SUR Nº 27A 105 INT 340 / CL 36 D SUR 24 A 105 INT 340;;CL 36D SUR Nº 27A 105 INT 340 / CL 36 D SUR 24 A 105 INT 340;MEDELLIN;ANTIOQUIA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;EPM-EADE;27;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;2,32E+16;0;0;COMERCIAL;SI;;83910984;;ITRON;0;;;;;;80;S;5;3;0;3747.256;3151520;96;;;;
EXEC;1206;1206;830033206;BODYTECH COLINA;Frt28255;FRONTERA;NO APLICA;Calle 138 # 58 - 74;;Calle 138 # 58 - 74;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;3293052;0;0;COMERCIAL;SI;;84070769;;ITRON;0;;;;;;1;S;5;3;0;525.84;410870;60;;;;
EXEC;1207;1207;830033206;BODYTECH COLINA;Frt28260;FRONTERA;NO APLICA;Calle 138 # 58 - 74;;Calle 138 # 58 - 74;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;3293051;0;0;COMERCIAL;SI;;84070770;;ITRON;0;;;;;;1;S;5;3;0;329.34;257290;71;;;;
EXEC;1208;1208;830033206;BODYTECH COLINA;Frt28262;FRONTERA;NO APLICA;Calle 138 # 58 - 74;;Calle 138 # 58 - 74;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;3293055;0;0;COMERCIAL;SI;;84070771;;ITRON;0;;;;;;1;S;5;3;0;641.28;503740;72;;;;
EXEC;1209;1209;830033206;BODYTECH COUNTRY  138;Frt30871;FRONTERA;NO APLICA;CL 75 22 10;;CL 75 22 10;BOGOTA;CUNDINAMARCA;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CODENSA-EEC;12;4;SUBTERRANEA;NIVEL 1-3;100% OPERADOR;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;663369;0;0;COMERCIAL;SI;;83780724;;ITRON;0;;;;;;1;S;5;3;0;539.21;421240;61;;;;
EXEC;1210;1210;830033206;BODYTECH CUCUTA;Frt24040;FRONTERA;NO APLICA;Calle 11 Nº 2E-10 Barrio Caobos C.C. Quinta Velez (3) piso L. 301;;Calle 11 Nº 2E-10 Barrio Caobos C.C. Quinta Velez (3) piso L. 301;CUCUTA;NORTE DE SANTANDER;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CENS;36;0;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;462593;0;0;COMERCIAL;SI;;84321864;;ITRON;0;;;;;;120;S;5;3;0;6507.444;5732820;95;;;;
EXEC;1211;1211;830033206;BODYTECH DOS QUEBRADAS;Frt23830;FRONTERA;NO APLICA;Avenida Simon Bolivar Carrera 16 #43- loc 208 CC. El Progreso;;Avenida Simon Bolivar Carrera 16 #43- loc 208 CC. El Progreso;PEREIRA;RISARALDA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CHEC;35;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;641664805;0;0;COMERCIAL;SI;;63096819;;ITRON;0;;;;;;60;S;5;3;;;;52;;;;
EXEC;1212;1212;830033206;BODYTECH DOS QUEBRADAS;Frt23831;FRONTERA;NO APLICA;Avenida Simon Bolivar Carrera 16 #43- loc 208 CC. El Progreso;;Avenida Simon Bolivar Carrera 16 #43- loc 208 CC. El Progreso;PEREIRA;RISARALDA;ENEL COLOMBIA;;;S;;N/A;REGULADO;EN OFERTA;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CHEC;35;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;614814200;0;0;COMERCIAL;SI;;63139607;;ITRON;0;;;;;;40;S;5;3;;;;86;;;;
EXEC;1213;1213;830033206;BODYTECH EJECUTIVOS;Frt26506;FRONTERA;NO APLICA;CL75 22 10;;CL75 22 10;CARTAGENA;BOLIVAR;ENEL COLOMBIA;;;S;;N/A;REGULADO;CLIENTE;26/01/2023;ACTIVO;16/09/2022;GISELL ORIANA PINTO MORENO;1;CARIBEMAR;34;4;SUBTERRANEA;NIVEL 1-3;100% USUARIO;8621;ACTIVIDADES DE LA PRÁCTICA MÉDICA SIN INTERNACIÓN;18412837;0;0;COMERCIAL;SI;;84068786;;ITRON;0;;;;;;160;S;5;3;0;4650.016;3911060;107;;;;
